Aashkacompany,771440280260214784,"b'A  little tease from Juju and Mr.jay\n# Practice, practice, practice and more practice...\nSave? https://t.co/TbcGwFO8yE'",2018-02-25 21:56:37
tweetsbyNAS,119458432,b'#nowplaying Cherry Blossom by Jon Vinyl https://t.co/Y96bDh15VA',2018-02-23 17:19:42
tweetsbyNAS,119458432,b'Cassie engaged?',2018-02-23 16:22:11
McCarthy4Boston,1323761322,"b""hydepark150 trivia event!! #HP150 \n#cappystavern @ Friends of Cappy's Tavern https://t.co/I6vXog4zrv""",2018-02-23 03:26:57
tweetsbyNAS,119458432,b'#nowplaying Love the Way by Fetty Wap https://t.co/G7FeHpm9gz',2018-02-23 02:12:04
McCarthy4Boston,1323761322,b'I still hate the shootout- but WOW!!\n#uswomenshockey #USA ?????? @ Readville https://t.co/1XVFUoyVzS',2018-02-22 12:49:20
McCarthy4Boston,1323761322,"b""I'm going to need coffee tomorrow!!\nLET'S GO USA!!! #usawomenshockey @ Readville, Boston https://t.co/vJSa4gEJrI""",2018-02-22 04:09:44
Lizonamission,17275725,"b'Hawthorne hired some amazing, selfless young people. Youth work is my first love.? https://t.co/0f4Fpne8Hr'",2018-02-22 01:13:25
McCarthy4Boston,1323761322,b'Game -set-  match!! USA!! HydePark blood pumping there!!!@usahockey\n5-1!! @ Readville https://t.co/fmyheD8exl',2018-02-20 05:20:47
McCarthy4Boston,1323761322,"b""4-1 USA!!! LET'S GO!!!! ???????? @ Readville https://t.co/HoM2P6peah""",2018-02-20 05:05:16
McCarthy4Boston,1323761322,"b""3-0!! USA!! Come on- love the fact it's NOT NHL players!! @ Readville https://t.co/zXiJroDteF""",2018-02-20 04:26:24
McCarthy4Boston,1323761322,"b""USA!! 2 ZIP!! LET'S GO!!!! @ Readville, Boston https://t.co/KeZmjjkzCP""",2018-02-20 04:06:30
tweetsbyNAS,119458432,b'#nowplaying Bluff by Kelela https://t.co/w9nWHlSNwY',2018-02-19 19:29:27
tweetsbyNAS,119458432,"b""It's a long journey to the middle.. I envy those who've made it there""",2018-02-19 18:34:56
Aashkacompany,771440280260214784,b'Zumba class for All!\n5:00- 7:00 pm today! @ One Westinghouse Plaza https://t.co/VsWqST9OnN',2018-02-19 17:27:17
Aashkacompany,771440280260214784,b'Ready?\nAnti-stress?\nToday at 5:00 pm. @ One Westinghouse Plaza https://t.co/XpuXMonUzN',2018-02-19 05:27:44
tweetsbyNAS,119458432,b'#nowplaying Enough by Kelela https://t.co/SbwDXMdU5r',2018-02-18 20:56:46
tweetsbyNAS,119458432,"b""@lordmo__ God's work, not mine""",2018-02-18 20:37:35
Aashkacompany,771440280260214784,"b""This was just a warm-up!\nIt's going to be fun Tomorrow @ 5:00 pm. Zumba class with Robenson? https://t.co/Kg19jYSNFo""",2018-02-18 16:22:54
