MegDaly13,232990205,b'The Oh Hellos closed their Boston show last night with the beautiful ?I Have Made Mistakes.? ??? https://t.co/iJf58ectQk',2018-02-27 04:48:28
kevin_doyle,15926388,b'Yeah but what does President Miller think? https://t.co/WcrX9GwdKT',2018-02-27 03:27:24
geep9,28477466,b'@WelcomeToDot The word character should be made illegal for this?..people should be asked to define what they mean and defend it',2018-02-27 03:17:28
Moomoomoo1,23379347,b'@BostonGlobe he should be practicing!!!!!!!!!!!!!!!!!!!!!!!!!!!!',2018-02-27 02:46:28
DevFreeland,186646117,b'Whenever DNC Vice Chair @MrMikeBlake is in town you KNOW @dominiqueerney and I will be there! https://t.co/InHAlbMTFS',2018-02-27 02:44:22
Moomoomoo1,23379347,b'@JimGaffigan @drewmagary',2018-02-27 02:37:07
kevin_doyle,15926388,b'? https://t.co/San2t8WW0q',2018-02-27 01:18:36
gossnj,12600712,b'Got a bit of skiing in up at Stowe this weekend. Never had ice coat me quite like this. https://t.co/KUv3kdVrgH',2018-02-27 00:33:37
lauren10684816,955631436517859328,b'World Record in the 4x800 set on our track!! #yosender https://t.co/vJU63UOfT1',2018-02-27 00:24:35
kevin_doyle,15926388,b'I have once again stumbled upon the thought that winter is the worst season.',2018-02-26 22:46:09
CoachPatMurray,19687223,b'Congrats to Binghamton Alum Jesse Garn and his 4 x 800 team on achieving a new world record.? https://t.co/E1jK6DtUM9',2018-02-26 22:30:27
andrewhampshire,27763711,b'Reading in the giant swing @ Old Morse Park https://t.co/91iIEOtXjv',2018-02-26 21:24:09
GayleCaleb,125497340,b'So ready to see @dounia and @jordanrakei tonight at @TheSinclair',2018-02-26 20:16:52
kevin_doyle,15926388,b'@jbarro I imagine they have more Delta employees than NRA members.',2018-02-26 19:33:35
GrantSanders,15096830,b'A clip from last night. Go see this band! @theohhellos #theohhellos #realmusic #suchjoy? https://t.co/uCKPPAmyvt',2018-02-26 19:04:59
kevin_doyle,15926388,b'@robot_or_not Comedy or Not? https://t.co/NYon9IUP01',2018-02-26 16:57:14
MattLonergan,54782003,b'Congrats to this NU Husky Foursome for their 4x400m (3:44.98) ECAC Q &amp; 4th All Time performance? https://t.co/Ub5KRW25y3',2018-02-26 16:45:31
kevin_doyle,15926388,b'No way Deputy Bone Spurs would even have taken the radio call let alone gone into the building. https://t.co/Gvds5kGjGx',2018-02-26 16:26:26
eventsfy,511531078,b'#BostonCalling ?2018 May 25th-27th??? #eminem ? #thekillers #jackwhite ?#queensofthestoneage? https://t.co/4WstkLmi6Z',2018-02-26 14:51:12
yater_tots,2899544343,"b'Two minutes of video, ten minutes of #TradeCentre, rinse and repeat #byeweekvibes https://t.co/7IbHfkJwFN'",2018-02-26 14:50:08
mzagaja,17750075,b'One of the biggest lessons I?ve learned from @CodeForBoston is how much talent and passion there is in the world. L? https://t.co/SpDmHZTqCc',2018-02-26 12:32:05
williamjepma,509515785,"b'This was a good night. 13/10, would do again. \n@theohhellos https://t.co/Vx9QBzXmfF'",2018-02-26 04:46:35
mzagaja,17750075,b'@waldojaquith Largely summarized by the following YouTube video: https://t.co/vO1cJk2kNP',2018-02-26 03:47:48
GrantSanders,15096830,b'Just saw my gazzillionth show at the Paradise. The Oh Hellos. If you have a chance to see them? https://t.co/Ue0FmFFaQZ',2018-02-26 03:41:11
